cluster_label,anchor_img_path,comparison_img_path,user_input
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca974.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca3583.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca4.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca388.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca3697.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca502.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca1753.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca4057.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca3815.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca2225.jpeg,y
2,./LC25000/colon_aca/colonca3522.jpeg,./LC25000/colon_aca/colonca4344.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca3246.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca2369.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca2134.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca2844.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1412.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca4024.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca2483.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1522.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1413.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca942.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca645.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca3663.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca4594.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca2898.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1891.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca3184.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca2305.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca4655.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca3135.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca2897.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca4842.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1954.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca4780.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca3075.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1598.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca354.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca3777.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1661.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca775.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca4423.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca4899.jpeg,y
3,./LC25000/colon_aca/colonca2843.jpeg,./LC25000/colon_aca/colonca1597.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca3451.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca741.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca672.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca4279.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca3452.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2393.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca4278.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca3332.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2038.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2627.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2980.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca4682.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2326.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca4457.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca1030.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2807.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2565.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca3806.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2213.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca1625.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca4209.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca3040.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca2100.jpeg,y
4,./LC25000/colon_aca/colonca1381.jpeg,./LC25000/colon_aca/colonca3333.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca2745.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca487.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca673.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca191.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca611.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca2628.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca2039.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca556.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca378.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca1914.jpeg,y
5,./LC25000/colon_aca/colonca1206.jpeg,./LC25000/colon_aca/colonca3389.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca4185.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca3486.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca4477.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca1005.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca351.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca228.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca2785.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca1659.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca1056.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca111.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca2133.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca588.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca1351.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca3245.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca4078.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca4721.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca3898.jpeg,y
6,./LC25000/colon_aca/colonca4186.jpeg,./LC25000/colon_aca/colonca4246.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca2167.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca567.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca2340.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca1449.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca4107.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca4231.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca4814.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca2524.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca3529.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca4108.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca35.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca3530.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca807.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca2878.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca3636.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca4572.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca2994.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca683.jpeg,y
7,./LC25000/colon_aca/colonca390.jpeg,./LC25000/colon_aca/colonca3637.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca2675.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca3141.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca4906.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca4733.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca784.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca1069.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca2493.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca1486.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca3374.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca4490.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca1612.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca4491.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca4854.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca3373.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca3195.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca1129.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca1611.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca1725.jpeg,y
8,./LC25000/colon_aca/colonca476.jpeg,./LC25000/colon_aca/colonca4971.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca3550.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca3248.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca1009.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca294.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca467.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca2374.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca2952.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca4725.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca2430.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca3247.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca1188.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca3722.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca4132.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca3723.jpeg,y
9,./LC25000/colon_aca/colonca3724.jpeg,./LC25000/colon_aca/colonca4848.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4627.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca3695.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca2051.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4464.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca914.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca2.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca3694.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4691.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca1636.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4689.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca1566.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca915.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4343.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca2572.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4568.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4690.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca1505.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca680.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4809.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca1275.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4808.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca2573.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca4106.jpeg,y
10,./LC25000/colon_aca/colonca4922.jpeg,./LC25000/colon_aca/colonca913.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca4958.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3489.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3780.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca944.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2601.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca1187.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2013.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca1959.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca4131.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca1785.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2729.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2373.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3490.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca1604.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3428.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca4847.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3839.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca595.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2788.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca1062.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2247.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca412.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3838.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2186.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2014.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3363.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca3080.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca4320.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca1664.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca2429.jpeg,y
11,./LC25000/colon_aca/colonca466.jpeg,./LC25000/colon_aca/colonca4548.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca613.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4281.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca3335.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4210.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca432.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4458.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca488.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca2566.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4100.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca2101.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4280.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4391.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca3981.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca82.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4390.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca2394.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca4211.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca1267.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca3209.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca431.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca1032.jpeg,y
12,./LC25000/colon_aca/colonca4099.jpeg,./LC25000/colon_aca/colonca2690.jpeg,y
13,./LC25000/colon_aca/colonca2454.jpeg,./LC25000/colon_aca/colonca4920.jpeg,y
13,./LC25000/colon_aca/colonca2454.jpeg,./LC25000/colon_aca/colonca3813.jpeg,y
13,./LC25000/colon_aca/colonca2454.jpeg,./LC25000/colon_aca/colonca386.jpeg,y
