cluster_label,img_path
2,./LC25000/lung_n/lungn1751.jpeg
2,./LC25000/lung_n/lungn2595.jpeg
2,./LC25000/lung_n/lungn296.jpeg
2,./LC25000/lung_n/lungn3318.jpeg
2,./LC25000/lung_n/lungn3733.jpeg
2,./LC25000/lung_n/lungn3917.jpeg
2,./LC25000/lung_n/lungn3918.jpeg
2,./LC25000/lung_n/lungn4454.jpeg
2,./LC25000/lung_n/lungn4505.jpeg
2,./LC25000/lung_n/lungn4683.jpeg
2,./LC25000/lung_n/lungn535.jpeg
3,./LC25000/lung_n/lungn1186.jpeg
3,./LC25000/lung_n/lungn1187.jpeg
3,./LC25000/lung_n/lungn1303.jpeg
3,./LC25000/lung_n/lungn1431.jpeg
3,./LC25000/lung_n/lungn1489.jpeg
3,./LC25000/lung_n/lungn1490.jpeg
3,./LC25000/lung_n/lungn162.jpeg
3,./LC25000/lung_n/lungn1739.jpeg
3,./LC25000/lung_n/lungn2584.jpeg
3,./LC25000/lung_n/lungn2642.jpeg
3,./LC25000/lung_n/lungn2643.jpeg
3,./LC25000/lung_n/lungn2768.jpeg
3,./LC25000/lung_n/lungn2946.jpeg
3,./LC25000/lung_n/lungn2947.jpeg
3,./LC25000/lung_n/lungn3187.jpeg
3,./LC25000/lung_n/lungn3308.jpeg
3,./LC25000/lung_n/lungn3360.jpeg
3,./LC25000/lung_n/lungn3547.jpeg
3,./LC25000/lung_n/lungn3548.jpeg
3,./LC25000/lung_n/lungn3780.jpeg
3,./LC25000/lung_n/lungn3844.jpeg
3,./LC25000/lung_n/lungn3969.jpeg
3,./LC25000/lung_n/lungn4022.jpeg
3,./LC25000/lung_n/lungn4201.jpeg
3,./LC25000/lung_n/lungn4318.jpeg
3,./LC25000/lung_n/lungn4377.jpeg
3,./LC25000/lung_n/lungn4441.jpeg
3,./LC25000/lung_n/lungn4499.jpeg
4,./LC25000/lung_n/lungn1054.jpeg
4,./LC25000/lung_n/lungn1294.jpeg
4,./LC25000/lung_n/lungn1419.jpeg
4,./LC25000/lung_n/lungn144.jpeg
4,./LC25000/lung_n/lungn1784.jpeg
4,./LC25000/lung_n/lungn1838.jpeg
4,./LC25000/lung_n/lungn2384.jpeg
4,./LC25000/lung_n/lungn2446.jpeg
4,./LC25000/lung_n/lungn2568.jpeg
4,./LC25000/lung_n/lungn2569.jpeg
4,./LC25000/lung_n/lungn2632.jpeg
4,./LC25000/lung_n/lungn2695.jpeg
4,./LC25000/lung_n/lungn3044.jpeg
4,./LC25000/lung_n/lungn3295.jpeg
4,./LC25000/lung_n/lungn3296.jpeg
4,./LC25000/lung_n/lungn330.jpeg
4,./LC25000/lung_n/lungn3958.jpeg
4,./LC25000/lung_n/lungn4007.jpeg
4,./LC25000/lung_n/lungn4063.jpeg
4,./LC25000/lung_n/lungn4665.jpeg
4,./LC25000/lung_n/lungn569.jpeg
4,./LC25000/lung_n/lungn800.jpeg
5,./LC25000/lung_n/lungn1215.jpeg
5,./LC25000/lung_n/lungn1586.jpeg
5,./LC25000/lung_n/lungn1703.jpeg
5,./LC25000/lung_n/lungn1877.jpeg
5,./LC25000/lung_n/lungn2010.jpeg
5,./LC25000/lung_n/lungn2250.jpeg
5,./LC25000/lung_n/lungn2251.jpeg
5,./LC25000/lung_n/lungn2310.jpeg
5,./LC25000/lung_n/lungn2433.jpeg
5,./LC25000/lung_n/lungn2434.jpeg
5,./LC25000/lung_n/lungn2616.jpeg
5,./LC25000/lung_n/lungn2734.jpeg
5,./LC25000/lung_n/lungn3156.jpeg
5,./LC25000/lung_n/lungn3334.jpeg
5,./LC25000/lung_n/lungn3572.jpeg
5,./LC25000/lung_n/lungn3636.jpeg
5,./LC25000/lung_n/lungn3698.jpeg
5,./LC25000/lung_n/lungn3933.jpeg
5,./LC25000/lung_n/lungn3934.jpeg
5,./LC25000/lung_n/lungn3935.jpeg
5,./LC25000/lung_n/lungn4048.jpeg
5,./LC25000/lung_n/lungn4174.jpeg
5,./LC25000/lung_n/lungn849.jpeg
5,./LC25000/lung_n/lungn972.jpeg
6,./LC25000/lung_n/lungn1086.jpeg
6,./LC25000/lung_n/lungn1313.jpeg
6,./LC25000/lung_n/lungn1564.jpeg
6,./LC25000/lung_n/lungn1682.jpeg
6,./LC25000/lung_n/lungn1683.jpeg
6,./LC25000/lung_n/lungn2048.jpeg
6,./LC25000/lung_n/lungn2413.jpeg
6,./LC25000/lung_n/lungn2536.jpeg
6,./LC25000/lung_n/lungn2890.jpeg
6,./LC25000/lung_n/lungn3798.jpeg
6,./LC25000/lung_n/lungn4268.jpeg
6,./LC25000/lung_n/lungn4569.jpeg
6,./LC25000/lung_n/lungn4682.jpeg
6,./LC25000/lung_n/lungn4744.jpeg
6,./LC25000/lung_n/lungn654.jpeg
7,./LC25000/lung_n/lungn1042.jpeg
7,./LC25000/lung_n/lungn1279.jpeg
7,./LC25000/lung_n/lungn29.jpeg
7,./LC25000/lung_n/lungn2975.jpeg
7,./LC25000/lung_n/lungn3037.jpeg
7,./LC25000/lung_n/lungn3161.jpeg
7,./LC25000/lung_n/lungn3281.jpeg
7,./LC25000/lung_n/lungn3282.jpeg
7,./LC25000/lung_n/lungn3583.jpeg
7,./LC25000/lung_n/lungn3584.jpeg
7,./LC25000/lung_n/lungn3995.jpeg
7,./LC25000/lung_n/lungn4055.jpeg
7,./LC25000/lung_n/lungn4056.jpeg
7,./LC25000/lung_n/lungn4237.jpeg
7,./LC25000/lung_n/lungn4420.jpeg
7,./LC25000/lung_n/lungn4478.jpeg
7,./LC25000/lung_n/lungn4479.jpeg
7,./LC25000/lung_n/lungn4655.jpeg
7,./LC25000/lung_n/lungn4709.jpeg
7,./LC25000/lung_n/lungn4710.jpeg
7,./LC25000/lung_n/lungn4833.jpeg
7,./LC25000/lung_n/lungn4894.jpeg
7,./LC25000/lung_n/lungn4958.jpeg
7,./LC25000/lung_n/lungn624.jpeg
7,./LC25000/lung_n/lungn918.jpeg
7,./LC25000/lung_n/lungn919.jpeg
8,./LC25000/lung_n/lungn1087.jpeg
8,./LC25000/lung_n/lungn1135.jpeg
8,./LC25000/lung_n/lungn1257.jpeg
8,./LC25000/lung_n/lungn1258.jpeg
8,./LC25000/lung_n/lungn1315.jpeg
8,./LC25000/lung_n/lungn1444.jpeg
8,./LC25000/lung_n/lungn1923.jpeg
8,./LC25000/lung_n/lungn1992.jpeg
8,./LC25000/lung_n/lungn2537.jpeg
8,./LC25000/lung_n/lungn2891.jpeg
8,./LC25000/lung_n/lungn3199.jpeg
8,./LC25000/lung_n/lungn3319.jpeg
8,./LC25000/lung_n/lungn3372.jpeg
8,./LC25000/lung_n/lungn3498.jpeg
8,./LC25000/lung_n/lungn357.jpeg
8,./LC25000/lung_n/lungn3737.jpeg
8,./LC25000/lung_n/lungn3919.jpeg
8,./LC25000/lung_n/lungn4153.jpeg
8,./LC25000/lung_n/lungn4212.jpeg
8,./LC25000/lung_n/lungn4456.jpeg
8,./LC25000/lung_n/lungn465.jpeg
8,./LC25000/lung_n/lungn4684.jpeg
8,./LC25000/lung_n/lungn4807.jpeg
8,./LC25000/lung_n/lungn598.jpeg
8,./LC25000/lung_n/lungn655.jpeg
8,./LC25000/lung_n/lungn768.jpeg
8,./LC25000/lung_n/lungn830.jpeg
8,./LC25000/lung_n/lungn955.jpeg
9,./LC25000/lung_n/lungn1571.jpeg
9,./LC25000/lung_n/lungn1690.jpeg
9,./LC25000/lung_n/lungn2059.jpeg
9,./LC25000/lung_n/lungn2060.jpeg
9,./LC25000/lung_n/lungn2297.jpeg
9,./LC25000/lung_n/lungn2658.jpeg
9,./LC25000/lung_n/lungn3257.jpeg
9,./LC25000/lung_n/lungn3442.jpeg
9,./LC25000/lung_n/lungn3443.jpeg
9,./LC25000/lung_n/lungn3923.jpeg
9,./LC25000/lung_n/lungn4038.jpeg
9,./LC25000/lung_n/lungn4158.jpeg
9,./LC25000/lung_n/lungn4335.jpeg
9,./LC25000/lung_n/lungn4460.jpeg
9,./LC25000/lung_n/lungn4637.jpeg
9,./LC25000/lung_n/lungn4812.jpeg
9,./LC25000/lung_n/lungn715.jpeg
9,./LC25000/lung_n/lungn770.jpeg
10,./LC25000/lung_n/lungn1193.jpeg
10,./LC25000/lung_n/lungn1495.jpeg
10,./LC25000/lung_n/lungn1556.jpeg
10,./LC25000/lung_n/lungn1557.jpeg
10,./LC25000/lung_n/lungn2040.jpeg
10,./LC25000/lung_n/lungn2041.jpeg
10,./LC25000/lung_n/lungn2168.jpeg
10,./LC25000/lung_n/lungn2404.jpeg
10,./LC25000/lung_n/lungn2405.jpeg
10,./LC25000/lung_n/lungn2468.jpeg
10,./LC25000/lung_n/lungn3249.jpeg
10,./LC25000/lung_n/lungn3313.jpeg
10,./LC25000/lung_n/lungn3851.jpeg
10,./LC25000/lung_n/lungn3912.jpeg
10,./LC25000/lung_n/lungn4084.jpeg
10,./LC25000/lung_n/lungn4260.jpeg
10,./LC25000/lung_n/lungn4380.jpeg
10,./LC25000/lung_n/lungn4864.jpeg
10,./LC25000/lung_n/lungn4865.jpeg
10,./LC25000/lung_n/lungn54.jpeg
10,./LC25000/lung_n/lungn589.jpeg
10,./LC25000/lung_n/lungn706.jpeg
10,./LC25000/lung_n/lungn950.jpeg
11,./LC25000/lung_n/lungn1198.jpeg
11,./LC25000/lung_n/lungn1311.jpeg
11,./LC25000/lung_n/lungn1438.jpeg
11,./LC25000/lung_n/lungn166.jpeg
11,./LC25000/lung_n/lungn1679.jpeg
11,./LC25000/lung_n/lungn1803.jpeg
11,./LC25000/lung_n/lungn2044.jpeg
11,./LC25000/lung_n/lungn2227.jpeg
11,./LC25000/lung_n/lungn2652.jpeg
11,./LC25000/lung_n/lungn2843.jpeg
11,./LC25000/lung_n/lungn291.jpeg
11,./LC25000/lung_n/lungn3315.jpeg
11,./LC25000/lung_n/lungn351.jpeg
11,./LC25000/lung_n/lungn3790.jpeg
11,./LC25000/lung_n/lungn3791.jpeg
11,./LC25000/lung_n/lungn3916.jpeg
11,./LC25000/lung_n/lungn4209.jpeg
11,./LC25000/lung_n/lungn4210.jpeg
11,./LC25000/lung_n/lungn4326.jpeg
11,./LC25000/lung_n/lungn4327.jpeg
11,./LC25000/lung_n/lungn462.jpeg
11,./LC25000/lung_n/lungn4678.jpeg
11,./LC25000/lung_n/lungn4679.jpeg
11,./LC25000/lung_n/lungn533.jpeg
11,./LC25000/lung_n/lungn649.jpeg
11,./LC25000/lung_n/lungn764.jpeg
12,./LC25000/lung_n/lungn1208.jpeg
12,./LC25000/lung_n/lungn177.jpeg
12,./LC25000/lung_n/lungn2123.jpeg
12,./LC25000/lung_n/lungn2124.jpeg
12,./LC25000/lung_n/lungn231.jpeg
12,./LC25000/lung_n/lungn2551.jpeg
12,./LC25000/lung_n/lungn2605.jpeg
12,./LC25000/lung_n/lungn2606.jpeg
12,./LC25000/lung_n/lungn2665.jpeg
12,./LC25000/lung_n/lungn2789.jpeg
12,./LC25000/lung_n/lungn2900.jpeg
12,./LC25000/lung_n/lungn2967.jpeg
12,./LC25000/lung_n/lungn3206.jpeg
12,./LC25000/lung_n/lungn3326.jpeg
12,./LC25000/lung_n/lungn3327.jpeg
12,./LC25000/lung_n/lungn3381.jpeg
12,./LC25000/lung_n/lungn3569.jpeg
12,./LC25000/lung_n/lungn3810.jpeg
12,./LC25000/lung_n/lungn3867.jpeg
12,./LC25000/lung_n/lungn4044.jpeg
12,./LC25000/lung_n/lungn4097.jpeg
12,./LC25000/lung_n/lungn427.jpeg
12,./LC25000/lung_n/lungn4279.jpeg
12,./LC25000/lung_n/lungn479.jpeg
12,./LC25000/lung_n/lungn4879.jpeg
12,./LC25000/lung_n/lungn4880.jpeg
12,./LC25000/lung_n/lungn4881.jpeg
12,./LC25000/lung_n/lungn66.jpeg
12,./LC25000/lung_n/lungn834.jpeg
12,./LC25000/lung_n/lungn900.jpeg
12,./LC25000/lung_n/lungn901.jpeg
12,./LC25000/lung_n/lungn962.jpeg
13,./LC25000/lung_n/lungn1280.jpeg
13,./LC25000/lung_n/lungn1281.jpeg
13,./LC25000/lung_n/lungn1339.jpeg
13,./LC25000/lung_n/lungn1648.jpeg
13,./LC25000/lung_n/lungn1888.jpeg
13,./LC25000/lung_n/lungn1952.jpeg
13,./LC25000/lung_n/lungn2015.jpeg
13,./LC25000/lung_n/lungn2378.jpeg
13,./LC25000/lung_n/lungn2562.jpeg
13,./LC25000/lung_n/lungn319.jpeg
13,./LC25000/lung_n/lungn3221.jpeg
13,./LC25000/lung_n/lungn3222.jpeg
13,./LC25000/lung_n/lungn3342.jpeg
13,./LC25000/lung_n/lungn3343.jpeg
13,./LC25000/lung_n/lungn3395.jpeg
13,./LC25000/lung_n/lungn378.jpeg
13,./LC25000/lung_n/lungn4294.jpeg
13,./LC25000/lung_n/lungn438.jpeg
13,./LC25000/lung_n/lungn4895.jpeg
13,./LC25000/lung_n/lungn499.jpeg
14,./LC25000/lung_n/lungn1075.jpeg
14,./LC25000/lung_n/lungn1304.jpeg
14,./LC25000/lung_n/lungn1548.jpeg
14,./LC25000/lung_n/lungn1619.jpeg
14,./LC25000/lung_n/lungn163.jpeg
14,./LC25000/lung_n/lungn2030.jpeg
14,./LC25000/lung_n/lungn2103.jpeg
14,./LC25000/lung_n/lungn2463.jpeg
14,./LC25000/lung_n/lungn2523.jpeg
14,./LC25000/lung_n/lungn2769.jpeg
14,./LC25000/lung_n/lungn279.jpeg
14,./LC25000/lung_n/lungn2948.jpeg
14,./LC25000/lung_n/lungn2949.jpeg
14,./LC25000/lung_n/lungn3003.jpeg
14,./LC25000/lung_n/lungn3004.jpeg
14,./LC25000/lung_n/lungn3424.jpeg
14,./LC25000/lung_n/lungn3549.jpeg
14,./LC25000/lung_n/lungn3662.jpeg
14,./LC25000/lung_n/lungn3905.jpeg
14,./LC25000/lung_n/lungn4138.jpeg
14,./LC25000/lung_n/lungn4139.jpeg
14,./LC25000/lung_n/lungn4442.jpeg
14,./LC25000/lung_n/lungn4795.jpeg
14,./LC25000/lung_n/lungn50.jpeg
14,./LC25000/lung_n/lungn755.jpeg
15,./LC25000/lung_n/lungn1440.jpeg
15,./LC25000/lung_n/lungn167.jpeg
15,./LC25000/lung_n/lungn1990.jpeg
15,./LC25000/lung_n/lungn2045.jpeg
15,./LC25000/lung_n/lungn2174.jpeg
15,./LC25000/lung_n/lungn2175.jpeg
15,./LC25000/lung_n/lungn2655.jpeg
15,./LC25000/lung_n/lungn2718.jpeg
15,./LC25000/lung_n/lungn2774.jpeg
15,./LC25000/lung_n/lungn2962.jpeg
15,./LC25000/lung_n/lungn3017.jpeg
15,./LC25000/lung_n/lungn4031.jpeg
15,./LC25000/lung_n/lungn4032.jpeg
15,./LC25000/lung_n/lungn463.jpeg
15,./LC25000/lung_n/lungn4630.jpeg
15,./LC25000/lung_n/lungn595.jpeg
15,./LC25000/lung_n/lungn827.jpeg
15,./LC25000/lung_n/lungn952.jpeg
15,./LC25000/lung_n/lungn953.jpeg
16,./LC25000/lung_n/lungn1460.jpeg
16,./LC25000/lung_n/lungn1772.jpeg
16,./LC25000/lung_n/lungn20.jpeg
16,./LC25000/lung_n/lungn240.jpeg
16,./LC25000/lung_n/lungn3215.jpeg
16,./LC25000/lung_n/lungn3271.jpeg
16,./LC25000/lung_n/lungn3454.jpeg
16,./LC25000/lung_n/lungn3514.jpeg
16,./LC25000/lung_n/lungn3573.jpeg
16,./LC25000/lung_n/lungn3878.jpeg
16,./LC25000/lung_n/lungn4285.jpeg
16,./LC25000/lung_n/lungn4408.jpeg
16,./LC25000/lung_n/lungn4593.jpeg
16,./LC25000/lung_n/lungn78.jpeg
17,./LC25000/lung_n/lungn1064.jpeg
17,./LC25000/lung_n/lungn1065.jpeg
17,./LC25000/lung_n/lungn1238.jpeg
17,./LC25000/lung_n/lungn1790.jpeg
17,./LC25000/lung_n/lungn1967.jpeg
17,./LC25000/lung_n/lungn2154.jpeg
17,./LC25000/lung_n/lungn2155.jpeg
17,./LC25000/lung_n/lungn2272.jpeg
17,./LC25000/lung_n/lungn2518.jpeg
17,./LC25000/lung_n/lungn2576.jpeg
17,./LC25000/lung_n/lungn3119.jpeg
17,./LC25000/lung_n/lungn3418.jpeg
17,./LC25000/lung_n/lungn394.jpeg
17,./LC25000/lung_n/lungn395.jpeg
17,./LC25000/lung_n/lungn3961.jpeg
17,./LC25000/lung_n/lungn4013.jpeg
17,./LC25000/lung_n/lungn4072.jpeg
17,./LC25000/lung_n/lungn4193.jpeg
17,./LC25000/lung_n/lungn4309.jpeg
17,./LC25000/lung_n/lungn4431.jpeg
17,./LC25000/lung_n/lungn4488.jpeg
17,./LC25000/lung_n/lungn4914.jpeg
17,./LC25000/lung_n/lungn748.jpeg
17,./LC25000/lung_n/lungn749.jpeg
17,./LC25000/lung_n/lungn811.jpeg
18,./LC25000/lung_n/lungn117.jpeg
18,./LC25000/lung_n/lungn1508.jpeg
18,./LC25000/lung_n/lungn1630.jpeg
18,./LC25000/lung_n/lungn1631.jpeg
18,./LC25000/lung_n/lungn176.jpeg
18,./LC25000/lung_n/lungn2000.jpeg
18,./LC25000/lung_n/lungn2062.jpeg
18,./LC25000/lung_n/lungn2121.jpeg
18,./LC25000/lung_n/lungn228.jpeg
18,./LC25000/lung_n/lungn2486.jpeg
18,./LC25000/lung_n/lungn2550.jpeg
18,./LC25000/lung_n/lungn3505.jpeg
18,./LC25000/lung_n/lungn3678.jpeg
18,./LC25000/lung_n/lungn3679.jpeg
18,./LC25000/lung_n/lungn3680.jpeg
18,./LC25000/lung_n/lungn3744.jpeg
18,./LC25000/lung_n/lungn4164.jpeg
18,./LC25000/lung_n/lungn4692.jpeg
18,./LC25000/lung_n/lungn4817.jpeg
18,./LC25000/lung_n/lungn4877.jpeg
18,./LC25000/lung_n/lungn609.jpeg
18,./LC25000/lung_n/lungn65.jpeg
19,./LC25000/lung_n/lungn1071.jpeg
19,./LC25000/lung_n/lungn1430.jpeg
19,./LC25000/lung_n/lungn1616.jpeg
19,./LC25000/lung_n/lungn1978.jpeg
19,./LC25000/lung_n/lungn2164.jpeg
19,./LC25000/lung_n/lungn2221.jpeg
19,./LC25000/lung_n/lungn2461.jpeg
19,./LC25000/lung_n/lungn2580.jpeg
19,./LC25000/lung_n/lungn2581.jpeg
19,./LC25000/lung_n/lungn2582.jpeg
19,./LC25000/lung_n/lungn2834.jpeg
19,./LC25000/lung_n/lungn3126.jpeg
19,./LC25000/lung_n/lungn3186.jpeg
19,./LC25000/lung_n/lungn3359.jpeg
19,./LC25000/lung_n/lungn341.jpeg
19,./LC25000/lung_n/lungn3546.jpeg
19,./LC25000/lung_n/lungn4137.jpeg
19,./LC25000/lung_n/lungn4316.jpeg
19,./LC25000/lung_n/lungn4438.jpeg
19,./LC25000/lung_n/lungn4496.jpeg
19,./LC25000/lung_n/lungn4561.jpeg
19,./LC25000/lung_n/lungn46.jpeg
19,./LC25000/lung_n/lungn4794.jpeg
19,./LC25000/lung_n/lungn753.jpeg
19,./LC25000/lung_n/lungn754.jpeg
19,./LC25000/lung_n/lungn817.jpeg
19,./LC25000/lung_n/lungn877.jpeg
19,./LC25000/lung_n/lungn945.jpeg
20,./LC25000/lung_n/lungn1097.jpeg
20,./LC25000/lung_n/lungn1146.jpeg
20,./LC25000/lung_n/lungn122.jpeg
20,./LC25000/lung_n/lungn1266.jpeg
20,./LC25000/lung_n/lungn1328.jpeg
20,./LC25000/lung_n/lungn1329.jpeg
20,./LC25000/lung_n/lungn1512.jpeg
20,./LC25000/lung_n/lungn1633.jpeg
20,./LC25000/lung_n/lungn2066.jpeg
20,./LC25000/lung_n/lungn2067.jpeg
20,./LC25000/lung_n/lungn2305.jpeg
20,./LC25000/lung_n/lungn2904.jpeg
20,./LC25000/lung_n/lungn3265.jpeg
20,./LC25000/lung_n/lungn3383.jpeg
20,./LC25000/lung_n/lungn3448.jpeg
20,./LC25000/lung_n/lungn3508.jpeg
20,./LC25000/lung_n/lungn3509.jpeg
20,./LC25000/lung_n/lungn3685.jpeg
20,./LC25000/lung_n/lungn4102.jpeg
20,./LC25000/lung_n/lungn4167.jpeg
20,./LC25000/lung_n/lungn4403.jpeg
20,./LC25000/lung_n/lungn4465.jpeg
20,./LC25000/lung_n/lungn4466.jpeg
20,./LC25000/lung_n/lungn4582.jpeg
20,./LC25000/lung_n/lungn4697.jpeg
20,./LC25000/lung_n/lungn4698.jpeg
20,./LC25000/lung_n/lungn481.jpeg
20,./LC25000/lung_n/lungn482.jpeg
20,./LC25000/lung_n/lungn4945.jpeg
20,./LC25000/lung_n/lungn4946.jpeg
20,./LC25000/lung_n/lungn668.jpeg
20,./LC25000/lung_n/lungn669.jpeg
20,./LC25000/lung_n/lungn969.jpeg
21,./LC25000/lung_n/lungn1052.jpeg
21,./LC25000/lung_n/lungn1475.jpeg
21,./LC25000/lung_n/lungn1719.jpeg
21,./LC25000/lung_n/lungn1720.jpeg
21,./LC25000/lung_n/lungn1898.jpeg
21,./LC25000/lung_n/lungn204.jpeg
21,./LC25000/lung_n/lungn2095.jpeg
21,./LC25000/lung_n/lungn2096.jpeg
21,./LC25000/lung_n/lungn2509.jpeg
21,./LC25000/lung_n/lungn33.jpeg
21,./LC25000/lung_n/lungn34.jpeg
21,./LC25000/lung_n/lungn3470.jpeg
21,./LC25000/lung_n/lungn3471.jpeg
21,./LC25000/lung_n/lungn3472.jpeg
21,./LC25000/lung_n/lungn3597.jpeg
21,./LC25000/lung_n/lungn3770.jpeg
21,./LC25000/lung_n/lungn3956.jpeg
21,./LC25000/lung_n/lungn3957.jpeg
21,./LC25000/lung_n/lungn4006.jpeg
21,./LC25000/lung_n/lungn4062.jpeg
21,./LC25000/lung_n/lungn4604.jpeg
21,./LC25000/lung_n/lungn4664.jpeg
21,./LC25000/lung_n/lungn4784.jpeg
21,./LC25000/lung_n/lungn632.jpeg
21,./LC25000/lung_n/lungn90.jpeg
21,./LC25000/lung_n/lungn929.jpeg
22,./LC25000/lung_n/lungn1482.jpeg
22,./LC25000/lung_n/lungn1546.jpeg
22,./LC25000/lung_n/lungn155.jpeg
22,./LC25000/lung_n/lungn1971.jpeg
22,./LC25000/lung_n/lungn2156.jpeg
22,./LC25000/lung_n/lungn2336.jpeg
22,./LC25000/lung_n/lungn2394.jpeg
22,./LC25000/lung_n/lungn2998.jpeg
22,./LC25000/lung_n/lungn3121.jpeg
22,./LC25000/lung_n/lungn3122.jpeg
22,./LC25000/lung_n/lungn3236.jpeg
22,./LC25000/lung_n/lungn3237.jpeg
22,./LC25000/lung_n/lungn3602.jpeg
22,./LC25000/lung_n/lungn4074.jpeg
22,./LC25000/lung_n/lungn4311.jpeg
22,./LC25000/lung_n/lungn4489.jpeg
22,./LC25000/lung_n/lungn4555.jpeg
22,./LC25000/lung_n/lungn4556.jpeg
22,./LC25000/lung_n/lungn4557.jpeg
22,./LC25000/lung_n/lungn4558.jpeg
22,./LC25000/lung_n/lungn4791.jpeg
22,./LC25000/lung_n/lungn4852.jpeg
22,./LC25000/lung_n/lungn5.jpeg
22,./LC25000/lung_n/lungn579.jpeg
22,./LC25000/lung_n/lungn580.jpeg
22,./LC25000/lung_n/lungn813.jpeg
22,./LC25000/lung_n/lungn937.jpeg
23,./LC25000/lung_n/lungn1180.jpeg
23,./LC25000/lung_n/lungn1364.jpeg
23,./LC25000/lung_n/lungn1427.jpeg
23,./LC25000/lung_n/lungn1609.jpeg
23,./LC25000/lung_n/lungn1666.jpeg
23,./LC25000/lung_n/lungn1730.jpeg
23,./LC25000/lung_n/lungn1793.jpeg
23,./LC25000/lung_n/lungn1848.jpeg
23,./LC25000/lung_n/lungn1905.jpeg
23,./LC25000/lung_n/lungn272.jpeg
23,./LC25000/lung_n/lungn273.jpeg
23,./LC25000/lung_n/lungn3479.jpeg
23,./LC25000/lung_n/lungn3900.jpeg
23,./LC25000/lung_n/lungn40.jpeg
23,./LC25000/lung_n/lungn4014.jpeg
23,./LC25000/lung_n/lungn4251.jpeg
23,./LC25000/lung_n/lungn4916.jpeg
23,./LC25000/lung_n/lungn691.jpeg
23,./LC25000/lung_n/lungn812.jpeg
24,./LC25000/lung_n/lungn1162.jpeg
24,./LC25000/lung_n/lungn1227.jpeg
24,./LC25000/lung_n/lungn1782.jpeg
24,./LC25000/lung_n/lungn1894.jpeg
24,./LC25000/lung_n/lungn2323.jpeg
24,./LC25000/lung_n/lungn2324.jpeg
24,./LC25000/lung_n/lungn255.jpeg
24,./LC25000/lung_n/lungn2629.jpeg
24,./LC25000/lung_n/lungn2692.jpeg
24,./LC25000/lung_n/lungn2746.jpeg
24,./LC25000/lung_n/lungn2873.jpeg
24,./LC25000/lung_n/lungn3104.jpeg
24,./LC25000/lung_n/lungn3292.jpeg
24,./LC25000/lung_n/lungn3404.jpeg
24,./LC25000/lung_n/lungn3405.jpeg
24,./LC25000/lung_n/lungn3467.jpeg
24,./LC25000/lung_n/lungn384.jpeg
24,./LC25000/lung_n/lungn3951.jpeg
24,./LC25000/lung_n/lungn4000.jpeg
24,./LC25000/lung_n/lungn4660.jpeg
24,./LC25000/lung_n/lungn88.jpeg
25,./LC25000/lung_n/lungn1088.jpeg
25,./LC25000/lung_n/lungn1202.jpeg
25,./LC25000/lung_n/lungn1387.jpeg
25,./LC25000/lung_n/lungn1806.jpeg
25,./LC25000/lung_n/lungn1925.jpeg
25,./LC25000/lung_n/lungn2050.jpeg
